id,position,change,visits,pages_per_visit,bounce_rate,favicon
lequipe.fr,1,0,39920624,2.7827,0.5729,https://static.semrush.com/power-pages/media/favicons/lequipe-fr-favicon-87916997.png
footmercato.net,2,0,23812360,2.6744,0.6519,https://static.semrush.com/power-pages/media/favicons/footmercato-net-favicon-3f6d28a8.png
foot01.com,3,0,18224837,1.7667,0.6983,https://static.semrush.com/power-pages/media/favicons/www-foot01-com-favicon-11fc36ff.png
le10sport.com,4,0,14323493,1.4238,0.7934,https://static.semrush.com/power-pages/media/favicons/le10sport-com-favicon-d14aad8e.png
eurosport.fr,5,0,11277141,2.6217,0.5462,https://static.semrush.com/power-pages/media/favicons/www-eurosport-fr-favicon-4d2c31b2.ico
maxifoot.fr,6,0,11055792,3.5417,0.3691,https://static.semrush.com/power-pages/media/favicons/www-maxifoot-fr-favicon-f7ecdbb8.ico
decathlon.fr,7,0,10301551,3.9119,0.4896,
motorsport.com,8,0,3298250,2.5304,0.6333,https://static.semrush.com/power-pages/media/favicons/www-motorsport-com-favicon-14ace5dd.png
90min.com,9,0,2520033,1.2411,0.8476,https://static.semrush.com/power-pages/media/favicons/www-90min-com-favicon-0463865d.ico
abola.pt,10,1,2154059,5.3117,0.3824,https://static.semrush.com/power-pages/media/favicons/abola-pt-favicon-b54746cf.png
hesgoal.com,11,-1,2046546,4.4727,0.2439,https://static.semrush.com/power-pages/media/favicons/hesgoal-com-favicon-cc859fa0.ico
chess.com,12,0,1919227,5.8645,0.2467,https://static.semrush.com/power-pages/media/favicons/chess-com-favicon-0a31d2ed.png
mundodeportivo.com,13,0,1820413,4.9275,0.418,https://static.semrush.com/power-pages/media/favicons/mundodeportivo-com-favicon-549d5612.png
marca.com,14,0,1599109,3.7169,0.3746,https://static.semrush.com/power-pages/media/favicons/marca-com-favicon-f2625cd3.png
as.com,15,0,1323130,2.8617,0.4572,
uefa.com,16,0,1232680,3.2708,0.5013,https://static.semrush.com/power-pages/media/favicons/www-uefa-com-favicon-6619a07e.png
strava.com,17,1,1086946,4.4307,0.4055,https://static.semrush.com/power-pages/media/favicons/www-strava-com-favicon-24fc60f4.png
goal.com,18,-1,1049024,1.3429,0.8203,https://static.semrush.com/power-pages/media/favicons/goal-com-favicon-f02a1ed1.png
nba.com,19,0,975773,4.1141,0.3591,https://static.semrush.com/power-pages/media/favicons/nba-com-favicon-3c2b1489.jpg
gazzetta.it,20,2,935573,5.1418,0.3866,https://static.semrush.com/power-pages/media/favicons/gazzetta-it-favicon-b28bf19d.ico
