id,position,change,visits,pages_per_visit,bounce_rate,favicon
booking.com,1,0,2784320,4.9448,0.4583,https://static.semrush.com/power-pages/media/favicons/booking-com-favicon-faedfe66.ico
agoda.com,2,0,2114223,3.3435,0.4308,https://static.semrush.com/power-pages/media/favicons/agoda-com-favicon-d79c3f25.ico
hotels.com,3,0,1327765,3.8758,0.4917,
americanexpress.com,4,0,1217652,2.8544,0.5713,https://static.semrush.com/power-pages/media/favicons/americanexpress-com-favicon-974ccc6c.ico
trip.com,5,0,845945,2.6314,0.5464,https://static.semrush.com/power-pages/media/favicons/trip-com-favicon-8230f336.ico
tripadvisor.com,6,0,583219,1.6593,0.7106,https://static.semrush.com/power-pages/media/favicons/tripadvisor-com-favicon-34583147.png
hilton.com,7,1,338376,2.9578,0.5238,
united.com,8,2,306700,3.4608,0.4413,
emirates.com,9,2,280474,5.2514,0.348,https://static.semrush.com/power-pages/media/favicons/emirates-com-favicon-07b3fc7d.png
hyatt.com,10,-3,280270,2.717,0.4505,
ihg.com,11,2,270473,3.9661,0.4313,
travelzoo.com,12,-3,270245,3.1464,0.4144,
irctc.co.in,13,8,269307,2.2091,0.092,
rome2rio.com,14,-2,262370,2.2518,0.4849,https://static.semrush.com/power-pages/media/favicons/www-rome2rio-com-favicon-159fe5dc.png
ritzcarlton.com,15,0,261035,2.6461,0.6153,https://static.semrush.com/power-pages/media/favicons/www-ritzcarlton-com-favicon-301d62b8.ico
fourseasons.com,16,0,254995,2.2365,0.4659,https://static.semrush.com/power-pages/media/favicons/www-fourseasons-com-favicon-a5079543.ico
marriott.com,17,-3,247580,2.5863,0.5983,https://static.semrush.com/power-pages/media/favicons/marriott-com-favicon-ae4adb29.png
britishairways.com,18,-1,161554,4.8384,0.2971,https://static.semrush.com/power-pages/media/favicons/britishairways-com-favicon-f335ce5f.ico
tripadvisor.com.br,19,0,158907,2.2203,0.6309,
lufthansa.com,20,3,151634,3.6476,0.3163,https://static.semrush.com/power-pages/media/favicons/lufthansa-com-favicon-93972e3d.ico
