id,position,change,visits,pages_per_visit,bounce_rate,favicon
criteo.com,1,0,153419931,1.5037,0.788,https://static.semrush.com/power-pages/media/favicons/criteo-com-favicon-000bf649.ico
googleusercontent.com,2,1,10473087,7.6843,0.2675,
taboola.com,3,-1,10467737,1.3314,0.7964,
doubleclick.net,4,0,9906515,1.5198,0.8281,https://static.semrush.com/power-pages/media/favicons/doubleclick-net-favicon-bf09e67f.png
linktr.ee,5,0,1987865,1.7505,0.7056,https://static.semrush.com/power-pages/media/favicons/linktr-ee-favicon-29afac0e.png
mailchimp.com,6,0,944316,5.2036,0.4161,https://static.semrush.com/power-pages/media/favicons/mailchimp-com-favicon-8969a0a6.ico
constantcontact.com,7,1,688069,3.2434,0.4552,https://static.semrush.com/power-pages/media/favicons/constantcontact-com-favicon-2d66d02a.png
fb.com,8,1,567141,1.2193,0.8575,https://static.semrush.com/power-pages/media/favicons/fb-com-favicon-d2850d31.ico
blogger.com,9,2,514331,2.1929,0.6309,
popads.net,10,-3,467887,2.5054,0.5594,https://static.semrush.com/power-pages/media/favicons/popads-net-favicon-a3bf2561.ico
convertkit.com,11,-1,396392,3.0435,0.595,
retailmenot.com,12,1,386515,1.8919,0.5741,
getresponse.com,13,1,336100,2.0106,0.6956,https://static.semrush.com/power-pages/media/favicons/getresponse-com-favicon-34c4c40a.png
exacttarget.com,14,4,273680,2.0106,0.6255,https://static.semrush.com/power-pages/media/favicons/exacttarget-com-favicon-ccda8df0.ico
knoji.com,15,-3,258951,1.9437,0.4986,https://static.semrush.com/power-pages/media/favicons/knoji-com-favicon-2f294e79.ico
ahrefs.com,16,0,233286,3.6172,0.3749,https://static.semrush.com/power-pages/media/favicons/ahrefs-com-favicon-3cced242.png
kartra.com,17,-2,199349,3.9902,0.4336,
later.com,18,-1,152182,1.9731,0.5245,https://static.semrush.com/power-pages/media/favicons/later-com-favicon-f98c7f0b.ico
ai.marketing,19,4,104706,2.8472,0.0611,https://static.semrush.com/power-pages/media/favicons/ai-marketing-favicon-d45e6db4.png
semrush.com,20,-1,101850,3.0522,0.5299,https://static.semrush.com/power-pages/media/favicons/semrush-favicon-3cd418d5bb49.ico
