id,position,change,visits,pages_per_visit,bounce_rate,favicon
twitch.tv,1,0,12139437,2.2646,0.5807,https://static.semrush.com/power-pages/media/favicons/twitch-tv-favicon-d6025c14.png
discord.com,2,0,9386481,1.9778,0.5714,https://static.semrush.com/power-pages/media/favicons/discord-com-favicon-07dca80a.ico
epicgames.com,3,2,7233553,3.1441,0.4968,https://static.semrush.com/power-pages/media/favicons/epicgames-com-favicon-25c285e0.png
steampowered.com,4,0,5667538,3.4808,0.4536,
xbox.com,5,-2,5117235,2.4552,0.534,https://static.semrush.com/power-pages/media/favicons/xbox-com-favicon-94426c54.jpg
curseforge.com,6,0,3940622,7.7302,0.3001,
steamcommunity.com,7,1,3342767,4.2347,0.5414,
leagueofgraphs.com,8,2,2647938,2.6435,0.5406,https://static.semrush.com/power-pages/media/favicons/leagueofgraphs-com-favicon-77dc5c49.png
playstation.com,9,2,2337528,3.1491,0.4955,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
leagueoflegends.com,10,-3,1940986,1.7939,0.6583,https://static.semrush.com/power-pages/media/favicons/leagueoflegends-com-favicon-0cf29ce0.ico
riotgames.com,11,-2,1873141,2.3049,0.6267,
ign.com,12,1,1413523,1.7678,0.7094,https://static.semrush.com/power-pages/media/favicons/ign-com-favicon-8f8dfe3e.ico
op.gg,13,-1,1402108,3.3343,0.37,https://static.semrush.com/power-pages/media/favicons/op-gg-favicon-86e59a33.png
ea.com,14,1,1126202,2.9458,0.455,https://static.semrush.com/power-pages/media/favicons/ea-com-favicon-43b7cb9e.jpg
nintendo.com,15,4,814889,5.82,0.4036,https://static.semrush.com/power-pages/media/favicons/nintendo-com-favicon-e9fcbb0f.ico
hltv.org,16,-2,800773,4.3664,0.3105,
twitlonger.com,17,0,714983,1.087,0.9327,https://static.semrush.com/power-pages/media/favicons/www-twitlonger-com-favicon-cb3467d9.ico
rockstargames.com,18,2,618288,4.8837,0.3721,https://static.semrush.com/power-pages/media/favicons/rockstargames-com-favicon-fab5e81e.png
nexusmods.com,19,3,540692,10.4237,0.2921,
bulbagarden.net,20,1,525366,3.7771,0.4459,https://static.semrush.com/power-pages/media/favicons/bulbagarden-net-favicon-54f042cb.png
