id,position,change,visits,pages_per_visit,bounce_rate,favicon
twitch.tv,1,0,34825994,2.3804,0.5715,https://static.semrush.com/power-pages/media/favicons/twitch-tv-favicon-d6025c14.png
discord.com,2,0,11812033,1.8865,0.5987,https://static.semrush.com/power-pages/media/favicons/discord-com-favicon-07dca80a.ico
steamcommunity.com,3,0,9015901,2.4803,0.6744,
ign.com,4,0,7778587,2.0476,0.5577,https://static.semrush.com/power-pages/media/favicons/ign-com-favicon-8f8dfe3e.ico
steampowered.com,5,0,7218026,2.9325,0.5543,
gamespot.com,6,0,6382824,2.7849,0.6694,https://static.semrush.com/power-pages/media/favicons/gamespot-com-favicon-793fe1ee.png
nintendo.com,7,2,3881668,4.7109,0.4299,https://static.semrush.com/power-pages/media/favicons/nintendo-com-favicon-e9fcbb0f.ico
playstation.com,8,4,3717159,2.8444,0.5352,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
wowhead.com,9,-2,3676311,2.8483,0.4974,https://static.semrush.com/power-pages/media/favicons/wowhead-com-favicon-92190466.ico
xbox.com,10,0,3518013,2.3921,0.5188,https://static.semrush.com/power-pages/media/favicons/xbox-com-favicon-94426c54.jpg
nexusmods.com,11,0,3404567,7.2506,0.3416,
op.gg,12,-4,3313120,4.1226,0.3207,https://static.semrush.com/power-pages/media/favicons/op-gg-favicon-86e59a33.png
epicgames.com,13,9,2943171,3.1055,0.4907,https://static.semrush.com/power-pages/media/favicons/epicgames-com-favicon-25c285e0.png
ea.com,14,1,2650731,3.1629,0.4608,https://static.semrush.com/power-pages/media/favicons/ea-com-favicon-43b7cb9e.jpg
serebii.net,15,-2,2556478,4.3053,0.4762,https://static.semrush.com/power-pages/media/favicons/serebii-net-favicon-24d3c1e9.ico
polygon.com,16,-2,2485264,1.5512,0.7722,https://static.semrush.com/power-pages/media/favicons/polygon-com-favicon-f5b5ba04.png
fextralife.com,17,0,2455705,3.1886,0.5571,https://static.semrush.com/power-pages/media/favicons/fextralife-com-favicon-bebc4e15.png
pcgamer.com,18,-2,2351335,1.4216,0.7876,https://static.semrush.com/power-pages/media/favicons/pcgamer-com-favicon-0242bc86.ico
gamesradar.com,19,1,2168949,1.3521,0.82,https://static.semrush.com/power-pages/media/favicons/gamesradar-com-favicon-34478482.ico
finalfantasyxiv.com,20,4,1843280,2.8914,0.5564,
