id,position,change,visits,pages_per_visit,bounce_rate,favicon
tuasaude.com,1,0,16167341,1.4225,0.7775,https://static.semrush.com/power-pages/media/favicons/tuasaude-com-favicon-ba5118b9.ico
nih.gov,2,0,510283,3.1621,0.6032,https://static.semrush.com/power-pages/media/favicons/nih-gov-favicon-6c30e540.ico
sport.es,3,1,270094,2.7216,0.4426,https://static.semrush.com/power-pages/media/favicons/sport-es-favicon-e9c5c800.png
sciencedirect.com,4,-1,262162,1.9625,0.634,
healthline.com,5,1,180645,1.6389,0.7866,
medscape.com,6,-1,176121,2.1912,0.672,https://static.semrush.com/power-pages/media/favicons/medscape-com-favicon-d7be632c.ico
who.int,7,0,140063,1.6295,0.7159,https://static.semrush.com/power-pages/media/favicons/who-int-favicon-031d7a3d.ico
drugs.com,8,4,136976,3.2142,0.5521,https://static.semrush.com/power-pages/media/favicons/drugs-com-favicon-27cb02f1.png
mayoclinic.org,9,-1,125625,1.3561,0.8231,
webmd.com,10,-1,119813,1.572,0.7234,
medicalnewstoday.com,11,0,118963,1.1702,0.8827,https://static.semrush.com/power-pages/media/favicons/medicalnewstoday-com-favicon-28e75580.png
nature.com,12,-2,115481,1.692,0.7062,https://static.semrush.com/power-pages/media/favicons/nature-com-favicon-f39cb194.png
fitbit.com,13,3,65070,2.8614,0.4724,https://static.semrush.com/power-pages/media/favicons/fitbit-com-favicon-c6aa1bcf.png
springer.com,14,0,53793,1.5679,0.7674,https://static.semrush.com/power-pages/media/favicons/springer-com-favicon-861e460c.jpg
menshealth.com,15,3,47709,1.3248,0.807,https://static.semrush.com/power-pages/media/favicons/menshealth-com-favicon-9165b408.ico
walgreens.com,16,-3,43489,2.9985,0.468,https://static.semrush.com/power-pages/media/favicons/walgreens-com-favicon-8bdcdc59.ico
tomsguide.com,17,0,37440,1.3112,0.81,https://static.semrush.com/power-pages/media/favicons/tomsguide-com-favicon-a9a9968c.ico
allocine.fr,18,1,32306,1.547,0.6967,https://static.semrush.com/power-pages/media/favicons/allocine-fr-favicon-f5af921f.ico
cdc.gov,19,1,24240,1.9944,0.6833,https://static.semrush.com/power-pages/media/favicons/cdc-gov-favicon-8f23f529.ico
www.nhs.uk,20,1,20463,1.5,0.8148,https://static.semrush.com/power-pages/media/favicons/www-nhs-uk-favicon-43924bfe.png
