id,position,change,visits,pages_per_visit,bounce_rate,favicon
marca.com,1,0,101358750,3.681,0.4399,https://static.semrush.com/power-pages/media/favicons/marca-com-favicon-f2625cd3.png
as.com,2,0,76867891,2.9281,0.4934,
mundodeportivo.com,3,0,33036529,3.3544,0.5238,https://static.semrush.com/power-pages/media/favicons/mundodeportivo-com-favicon-549d5612.png
sport.es,4,0,25915823,2.9301,0.4915,https://static.semrush.com/power-pages/media/favicons/sport-es-favicon-e9c5c800.png
aek365.org,5,0,4644449,12.6857,0.1571,https://static.semrush.com/power-pages/media/favicons/www-aek365-org-favicon-5edc77df.png
90min.com,6,-1,3387575,1.7305,0.7362,https://static.semrush.com/power-pages/media/favicons/www-90min-com-favicon-0463865d.ico
chess.com,7,0,2673193,5.075,0.2901,https://static.semrush.com/power-pages/media/favicons/chess-com-favicon-0a31d2ed.png
fubo.tv,8,0,2540650,1.2008,0.8657,https://static.semrush.com/power-pages/media/favicons/fubo-tv-favicon-da985017.ico
dazn.com,9,-3,2461468,2.716,0.5911,https://static.semrush.com/power-pages/media/favicons/dazn-com-favicon-5d3b9983.png
goal.com,10,2,1159885,1.5383,0.767,https://static.semrush.com/power-pages/media/favicons/goal-com-favicon-f02a1ed1.png
nba.com,11,-2,1108811,2.9953,0.3749,https://static.semrush.com/power-pages/media/favicons/nba-com-favicon-3c2b1489.jpg
uefa.com,12,1,1084579,3.8413,0.4413,https://static.semrush.com/power-pages/media/favicons/www-uefa-com-favicon-6619a07e.png
strava.com,13,-3,1043171,5.3624,0.3219,https://static.semrush.com/power-pages/media/favicons/www-strava-com-favicon-24fc60f4.png
tycsports.com,14,6,897935,2.174,0.6315,https://static.semrush.com/power-pages/media/favicons/www-tycsports-com-favicon-e8428558.ico
formula1.com,15,0,856296,2.5013,0.4799,https://static.semrush.com/power-pages/media/favicons/www-formula1-com-favicon-8af4e915.png
sofascore.com,16,-5,853220,4.0481,0.4205,https://static.semrush.com/power-pages/media/favicons/www-sofascore-com-favicon-f0090f63.png
skysports.com,17,-3,825218,2.5753,0.5496,https://static.semrush.com/power-pages/media/favicons/skysports-com-favicon-fdabf9ae.png
espn.com,18,-2,789211,3.0955,0.4887,https://static.semrush.com/power-pages/media/favicons/espn-com-favicon-bb60826b.png
ole.com.ar,19,-1,706114,3.0247,0.4873,
sportal.bg,20,-1,698779,2.8804,0.4214,
