id,position,change,visits,pages_per_visit,bounce_rate,favicon
gala.fr,1,0,50380457,1.7833,0.7355,https://static.semrush.com/power-pages/media/favicons/gala-fr-favicon-2397d91e.png
doctolib.fr,2,0,33428100,4.3754,0.4473,https://static.semrush.com/power-pages/media/favicons/doctolib-fr-favicon-31c15027.png
allocine.fr,3,1,28665413,2.494,0.5934,https://static.semrush.com/power-pages/media/favicons/allocine-fr-favicon-f5af921f.ico
ameli.fr,4,-1,27818651,4.3153,0.4257,https://static.semrush.com/power-pages/media/favicons/ameli-fr-favicon-64939eca.ico
pagesjaunes.fr,5,0,26100571,2.0392,0.6101,
passeportsante.net,6,0,15679655,1.5914,0.7632,https://static.semrush.com/power-pages/media/favicons/passeportsante-net-favicon-c998bbd8.ico
nih.gov,7,0,2627462,3.8743,0.5796,https://static.semrush.com/power-pages/media/favicons/nih-gov-favicon-6c30e540.ico
sciencedirect.com,8,0,1605960,1.6609,0.6757,
who.int,9,0,692309,2.1395,0.7177,https://static.semrush.com/power-pages/media/favicons/who-int-favicon-031d7a3d.ico
healthline.com,10,0,675355,1.5883,0.7761,
fitbit.com,11,0,601736,3.3505,0.4264,https://static.semrush.com/power-pages/media/favicons/fitbit-com-favicon-c6aa1bcf.png
springer.com,12,2,535580,1.5416,0.7719,https://static.semrush.com/power-pages/media/favicons/springer-com-favicon-861e460c.jpg
mayoclinic.org,13,3,458116,1.2369,0.8553,
sport.es,14,-2,456848,3.9232,0.407,https://static.semrush.com/power-pages/media/favicons/sport-es-favicon-e9c5c800.png
nature.com,15,-2,456672,1.9768,0.749,https://static.semrush.com/power-pages/media/favicons/nature-com-favicon-f39cb194.png
webmd.com,16,-1,409408,1.4838,0.7123,
www.nhs.uk,17,0,216051,2.036,0.7222,https://static.semrush.com/power-pages/media/favicons/www-nhs-uk-favicon-43924bfe.png
gymshark.com,18,0,215950,5.7812,0.3592,https://static.semrush.com/power-pages/media/favicons/gymshark-com-favicon-ddb238a2.png
medscape.com,19,0,215496,2.5049,0.561,https://static.semrush.com/power-pages/media/favicons/medscape-com-favicon-d7be632c.ico
medicalnewstoday.com,20,1,179332,1.4299,0.8258,https://static.semrush.com/power-pages/media/favicons/medicalnewstoday-com-favicon-28e75580.png
