id,position,change,visits,pages_per_visit,bounce_rate,favicon
twitch.tv,1,0,6032114,2.2446,0.549,https://static.semrush.com/power-pages/media/favicons/twitch-tv-favicon-d6025c14.png
steamcommunity.com,2,0,4550658,2.6323,0.6517,
epicgames.com,3,3,3869925,2.425,0.5163,https://static.semrush.com/power-pages/media/favicons/epicgames-com-favicon-25c285e0.png
discord.com,4,-1,3549627,2.2615,0.5228,https://static.semrush.com/power-pages/media/favicons/discord-com-favicon-07dca80a.ico
steampowered.com,5,-1,3031678,2.9855,0.5482,
lichess.org,6,-1,2672485,9.6214,0.2264,https://static.semrush.com/power-pages/media/favicons/lichess-org-favicon-2c4311c2.png
gamespot.com,7,4,1834185,1.7938,0.6816,https://static.semrush.com/power-pages/media/favicons/gamespot-com-favicon-793fe1ee.png
riotgames.com,8,0,1730341,1.7225,0.739,
gamesradar.com,9,4,1542535,1.3491,0.7973,https://static.semrush.com/power-pages/media/favicons/gamesradar-com-favicon-34478482.ico
ign.com,10,0,1513736,1.7409,0.68,https://static.semrush.com/power-pages/media/favicons/ign-com-favicon-8f8dfe3e.ico
ea.com,11,-4,1398748,2.6592,0.502,https://static.semrush.com/power-pages/media/favicons/ea-com-favicon-43b7cb9e.jpg
xbox.com,12,-3,1324871,2.2839,0.5566,https://static.semrush.com/power-pages/media/favicons/xbox-com-favicon-94426c54.jpg
playstation.com,13,-1,1298131,2.7441,0.5475,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
pcgamer.com,14,2,736272,1.3928,0.787,https://static.semrush.com/power-pages/media/favicons/pcgamer-com-favicon-0242bc86.ico
bulbagarden.net,15,-1,736188,2.7012,0.4004,https://static.semrush.com/power-pages/media/favicons/bulbagarden-net-favicon-54f042cb.png
rockstargames.com,16,-1,588003,2.8576,0.5307,https://static.semrush.com/power-pages/media/favicons/rockstargames-com-favicon-fab5e81e.png
nintendo.com,17,1,534779,4.7466,0.4607,https://static.semrush.com/power-pages/media/favicons/nintendo-com-favicon-e9fcbb0f.ico
polygon.com,18,1,529084,1.3613,0.8181,https://static.semrush.com/power-pages/media/favicons/polygon-com-favicon-f5b5ba04.png
nexusmods.com,19,1,473465,5.9145,0.3899,
hltv.org,20,-3,439655,4.6467,0.2719,
