id,position,change,visits,pages_per_visit,bounce_rate,favicon
hotstar.com,1,0,105996311,2.8684,0.5575,
timesofindia.com,2,0,87679594,2.0275,0.657,https://static.semrush.com/power-pages/media/favicons/timesofindia-com-favicon-5c3a4ecc.ico
justdial.com,3,0,55616074,2.3214,0.5805,
netflix.com,4,0,46349982,2.3929,0.5902,https://static.semrush.com/power-pages/media/favicons/netflix-com-favicon-41b45fdc.ico
bookmyshow.com,5,0,29299492,4.8169,0.4196,
bing.com,6,0,22341266,3.7812,0.448,
primevideo.com,7,0,19375674,1.8392,0.6724,https://static.semrush.com/power-pages/media/favicons/primevideo-com-favicon-7e8458b9.png
msn.com,8,0,17354145,2.3185,0.6611,https://static.semrush.com/power-pages/media/favicons/msn-com-favicon-84cc977d.ico
dailymotion.com,9,0,12945200,2.3838,0.6126,
spotify.com,10,0,11846360,2.6906,0.5381,https://static.semrush.com/power-pages/media/favicons/spotify-com-favicon-ff2831d2.png
screenrant.com,11,0,6299804,2.302,0.7373,https://static.semrush.com/power-pages/media/favicons/screenrant-com-favicon-875b3c3c.png
archiveofourown.org,12,0,5754717,6.668,0.2813,https://static.semrush.com/power-pages/media/favicons/archiveofourown-org-favicon-36c35925.ico
rottentomatoes.com,13,0,5210645,1.9496,0.6888,https://static.semrush.com/power-pages/media/favicons/rottentomatoes-com-favicon-c1d0090d.jpg
wattpad.com,14,0,5125163,9.56,0.3408,
amazon.co.uk,15,0,4517940,7.0819,0.4396,https://static.semrush.com/power-pages/media/favicons/amazon-co-uk-favicon-ca6619b8.ico
vimeo.com,16,0,4260814,2.6142,0.5934,https://static.semrush.com/power-pages/media/favicons/vimeo-com-favicon-c9d54cfe.png
mydramalist.com,17,1,4028633,4.2077,0.5365,https://static.semrush.com/power-pages/media/favicons/mydramalist-com-favicon-25e516fc.png
express.co.uk,18,-1,3600743,1.5737,0.7414,https://static.semrush.com/power-pages/media/favicons/express-co-uk-favicon-e215bddb.png
viki.com,19,2,2404313,2.7961,0.5083,https://static.semrush.com/power-pages/media/favicons/www-viki-com-favicon-f802e190.jpg
myanimelist.net,20,2,2386951,7.4938,0.409,https://static.semrush.com/power-pages/media/favicons/myanimelist-net-favicon-d7330877.ico
