id,position,change,visits,pages_per_visit,bounce_rate,favicon
moneycontrol.com,1,0,122728948,4.1994,0.5179,
hdfcbank.com,2,0,98864543,4.556,0.2486,https://static.semrush.com/power-pages/media/favicons/hdfcbank-com-favicon-ecce88e4.ico
onlinesbi.com,3,0,77446216,8.2668,0.1934,
yahoo.com,4,0,73482146,3.6642,0.4587,
zerodha.com,5,0,58303299,5.0242,0.346,https://static.semrush.com/power-pages/media/favicons/zerodha-com-favicon-ee40bcfc.png
icicibank.com,6,0,56428283,6.1547,0.2414,https://static.semrush.com/power-pages/media/favicons/icicibank-com-favicon-66f813e7.ico
rediff.com,7,0,42311419,5.4565,0.2592,https://static.semrush.com/power-pages/media/favicons/rediff-com-favicon-55368f56.ico
nseindia.com,8,0,40648045,3.8108,0.4235,
billdesk.com,9,0,34566958,2.7467,0.3418,
tradingview.com,10,1,29536353,2.3778,0.5183,https://static.semrush.com/power-pages/media/favicons/tradingview-com-favicon-5ce990e1.png
uidai.gov.in,11,-1,29174858,5.0295,0.2562,
economictimes.com,12,2,25700434,1.9224,0.6296,https://static.semrush.com/power-pages/media/favicons/economictimes-com-favicon-e5a43808.ico
goodreturns.in,13,3,24802508,1.3981,0.8043,https://static.semrush.com/power-pages/media/favicons/goodreturns-in-favicon-b0189d4d.ico
financialexpress.com,14,-1,24652052,1.5537,0.7745,https://static.semrush.com/power-pages/media/favicons/financialexpress-com-favicon-83c15b6e.png
epfindia.gov.in,15,-3,23687288,6.7474,0.2276,
investing.com,16,-1,23348171,3.2479,0.4596,https://static.semrush.com/power-pages/media/favicons/investing-com-favicon-dcdc244b.png
coinmarketcap.com,17,2,19888956,2.427,0.5586,https://static.semrush.com/power-pages/media/favicons/coinmarketcap-com-favicon-e687767a.png
bseindia.com,18,0,18331468,3.8575,0.4424,
investopedia.com,19,-2,16228537,1.3871,0.7966,https://static.semrush.com/power-pages/media/favicons/investopedia-com-favicon-e0739bd2.png
razorpay.com,20,0,11816866,2.233,0.5809,https://static.semrush.com/power-pages/media/favicons/razorpay-com-favicon-dca81f06.png
