id,position,change,visits,pages_per_visit,bounce_rate,favicon
twitch.tv,1,0,2518011,2.0357,0.595,https://static.semrush.com/power-pages/media/favicons/twitch-tv-favicon-d6025c14.png
steamcommunity.com,2,0,1778106,2.8144,0.6225,
gamespot.com,3,0,1618248,2.9272,0.5676,https://static.semrush.com/power-pages/media/favicons/gamespot-com-favicon-793fe1ee.png
steampowered.com,4,0,1490479,2.9326,0.5572,
discord.com,5,0,1089024,1.8412,0.5816,https://static.semrush.com/power-pages/media/favicons/discord-com-favicon-07dca80a.ico
riotgames.com,6,0,933812,1.7755,0.6957,
ign.com,7,1,915098,2.2951,0.5774,https://static.semrush.com/power-pages/media/favicons/ign-com-favicon-8f8dfe3e.ico
epicgames.com,8,4,888935,2.7684,0.4736,https://static.semrush.com/power-pages/media/favicons/epicgames-com-favicon-25c285e0.png
serebii.net,9,2,823090,3.6024,0.5129,https://static.semrush.com/power-pages/media/favicons/serebii-net-favicon-24d3c1e9.ico
nexusmods.com,10,-1,729762,9.899,0.3284,
nintendo.com,11,-1,716659,5.0906,0.4957,https://static.semrush.com/power-pages/media/favicons/nintendo-com-favicon-e9fcbb0f.ico
hltv.org,12,-5,567271,5.8809,0.3596,
granbluefantasy.jp,13,1,552345,32.5054,0.162,
playstation.com,14,3,524057,4.3861,0.4891,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
fextralife.com,15,0,450633,2.6542,0.5556,https://static.semrush.com/power-pages/media/favicons/fextralife-com-favicon-bebc4e15.png
bulbagarden.net,16,2,443654,3.9798,0.4573,https://static.semrush.com/power-pages/media/favicons/bulbagarden-net-favicon-54f042cb.png
ea.com,17,2,376908,2.5675,0.5431,https://static.semrush.com/power-pages/media/favicons/ea-com-favicon-43b7cb9e.jpg
leagueoflegends.com,18,-2,353506,2.0003,0.6574,https://static.semrush.com/power-pages/media/favicons/leagueoflegends-com-favicon-0cf29ce0.ico
pcgamer.com,19,2,352925,1.8427,0.6943,https://static.semrush.com/power-pages/media/favicons/pcgamer-com-favicon-0242bc86.ico
xbox.com,20,-7,313786,2.5248,0.588,https://static.semrush.com/power-pages/media/favicons/xbox-com-favicon-94426c54.jpg
