id,position,change,visits,pages_per_visit,bounce_rate,favicon
saglik.gov.tr,1,0,13080084,3.7414,0.4654,
medicalpark.com.tr,2,0,8099575,1.6534,0.8143,https://static.semrush.com/power-pages/media/favicons/www-medicalpark-com-tr-favicon-7f996147.png
nih.gov,3,0,2027858,2.7832,0.6285,https://static.semrush.com/power-pages/media/favicons/nih-gov-favicon-6c30e540.ico
healthline.com,4,0,736325,1.9612,0.7298,
webmd.com,5,0,695444,1.4735,0.7531,
mayoclinic.org,6,0,628858,1.3396,0.8278,
webteb.com,7,0,420340,1.5722,0.7798,https://static.semrush.com/power-pages/media/favicons/webteb-com-favicon-4979795c.png
radiopaedia.org,8,8,381683,2.5019,0.6809,https://static.semrush.com/power-pages/media/favicons/radiopaedia-org-favicon-eb233a29.png
www.nhs.uk,9,0,314620,2.105,0.7229,https://static.semrush.com/power-pages/media/favicons/www-nhs-uk-favicon-43924bfe.png
medicalnewstoday.com,10,-2,252105,1.4048,0.8161,https://static.semrush.com/power-pages/media/favicons/medicalnewstoday-com-favicon-28e75580.png
harvard.edu,11,-1,240976,2.238,0.7102,https://static.semrush.com/power-pages/media/favicons/harvard-edu-favicon-8e03c54f.jpg
who.int,12,2,240276,2.0525,0.6993,https://static.semrush.com/power-pages/media/favicons/who-int-favicon-031d7a3d.ico
cdc.gov,13,-2,212202,1.685,0.7674,https://static.semrush.com/power-pages/media/favicons/cdc-gov-favicon-8f23f529.ico
clevelandclinic.org,14,-1,210309,1.326,0.8001,https://static.semrush.com/power-pages/media/favicons/clevelandclinic-org-favicon-91184c4d.png
drugs.com,15,-3,203172,1.7444,0.7117,https://static.semrush.com/power-pages/media/favicons/drugs-com-favicon-27cb02f1.png
verywellhealth.com,16,1,193039,2.3492,0.7414,https://static.semrush.com/power-pages/media/favicons/www-verywellhealth-com-favicon-24415865.png
medscape.com,17,-2,177680,2.0128,0.6291,https://static.semrush.com/power-pages/media/favicons/medscape-com-favicon-d7be632c.ico
bmj.com,18,3,161274,1.4925,0.7084,https://static.semrush.com/power-pages/media/favicons/www-bmj-com-favicon-7698d6b6.ico
lww.com,19,6,156036,2.2672,0.5823,https://static.semrush.com/power-pages/media/favicons/lww-com-favicon-d90a5768.png
medlineplus.gov,20,-2,115115,1.321,0.8231,
