id,position,change,visits,pages_per_visit,bounce_rate,favicon
live.com,1,0,30572347,3.9538,0.3057,
hotmail.com,2,0,19958852,1.0071,0.8452,
office.com,3,0,12774518,2.378,0.5107,https://static.semrush.com/power-pages/media/favicons/office-com-favicon-8f211ea6.ico
stackoverflow.com,4,0,4305365,1.4527,0.7946,https://static.semrush.com/power-pages/media/favicons/stackoverflow-com-favicon-d2a17223.ico
fbcdn.net,5,0,3182861,1.9897,0.6914,https://static.semrush.com/power-pages/media/favicons/fbcdn-net-favicon-7e765f1c.ico
outlook.com,6,3,2647603,1.4071,0.7482,https://static.semrush.com/power-pages/media/favicons/outlook-com-favicon-ac16fa7f.ico
dropbox.com,7,-1,2584872,2.6057,0.5627,https://static.semrush.com/power-pages/media/favicons/dropbox-com-favicon-5346f07d.png
salesforce.com,8,-1,2079081,3.1977,0.5028,https://static.semrush.com/power-pages/media/favicons/salesforce-com-favicon-ccda8df0.ico
wordpress.com,9,2,1996996,2.3163,0.6842,https://static.semrush.com/power-pages/media/favicons/wordpress-com-favicon-f9797465.png
mailchimp.com,10,2,1601959,5.3191,0.3318,https://static.semrush.com/power-pages/media/favicons/mailchimp-com-favicon-8969a0a6.ico
mozilla.org,11,4,1583951,1.4798,0.7712,https://static.semrush.com/power-pages/media/favicons/mozilla-org-favicon-2af054fe.png
dell.com,12,-2,1577793,3.8769,0.4892,
okta.com,13,-5,1488193,2.2564,0.4501,
lenovo.com,14,-1,1439412,2.8322,0.4717,
speedtest.net,15,1,1339931,1.4523,0.7648,https://static.semrush.com/power-pages/media/favicons/speedtest-net-favicon-b9ced8c4.png
icloud.com,16,4,1199704,1.9191,0.6053,https://static.semrush.com/power-pages/media/favicons/icloud-com-favicon-91892d3d.png
godaddy.com,17,1,1094351,4.1624,0.3649,https://static.semrush.com/power-pages/media/favicons/godaddy-com-favicon-c4d543d1.png
daum.net,18,7,1086946,6.2953,0.1679,
surveymonkey.com,19,2,1042783,2.6768,0.5164,https://static.semrush.com/power-pages/media/favicons/surveymonkey-com-favicon-fff1c96e.png
atlassian.com,20,-1,956953,2.0975,0.5519,https://static.semrush.com/power-pages/media/favicons/atlassian-com-favicon-2c5888ad.png
