id,position,change,visits,pages_per_visit,bounce_rate,favicon
paypal.com,1,1,327586285,4.3437,0.3095,https://static.semrush.com/power-pages/media/favicons/paypal-com-favicon-ed31bc43.png
office.com,2,-1,300488667,2.1778,0.561,https://static.semrush.com/power-pages/media/favicons/office-com-favicon-8f211ea6.ico
att.net,3,1,247120239,1.7653,0.6706,https://static.semrush.com/power-pages/media/favicons/att-net-favicon-78897d8e.png
zoom.us,4,-1,204294005,2.6568,0.4312,https://static.semrush.com/power-pages/media/favicons/zoom-us-favicon-6216d0f4.ico
discord.com,5,3,157868859,1.8906,0.5912,https://static.semrush.com/power-pages/media/favicons/discord-com-favicon-07dca80a.ico
imgur.com,6,1,149981258,3.1967,0.4587,https://static.semrush.com/power-pages/media/favicons/imgur-com-favicon-c0c62393.png
stackoverflow.com,7,-2,143385588,1.3606,0.8214,https://static.semrush.com/power-pages/media/favicons/stackoverflow-com-favicon-d2a17223.ico
github.com,8,-2,141728253,3.2037,0.5339,https://static.semrush.com/power-pages/media/favicons/github-com-favicon-346e0947.png
okta.com,9,0,98926281,2.0926,0.5341,
intuit.com,10,1,94080489,3.4368,0.3471,https://static.semrush.com/power-pages/media/favicons/intuit-com-favicon-a1590386.png
adobe.com,11,1,91092906,1.8133,0.7212,https://static.semrush.com/power-pages/media/favicons/adobe-com-favicon-9940bec6.png
wordpress.com,12,1,80044574,2.2084,0.6425,https://static.semrush.com/power-pages/media/favicons/wordpress-com-favicon-f9797465.png
stackexchange.com,13,-3,79918265,1.2724,0.8591,https://static.semrush.com/power-pages/media/favicons/stackexchange-com-favicon-52965f0b.ico
salesforce.com,14,1,68656035,9.7494,0.4141,https://static.semrush.com/power-pages/media/favicons/salesforce-com-favicon-ccda8df0.ico
medium.com,15,-1,68285934,1.5367,0.7814,https://static.semrush.com/power-pages/media/favicons/medium-com-favicon-18758d01.png
dropbox.com,16,0,61647402,2.7466,0.5326,https://static.semrush.com/power-pages/media/favicons/dropbox-com-favicon-5346f07d.png
canva.com,17,0,58999139,4.5158,0.2701,
medallia.com,18,4,53711519,2.1326,0.4822,https://static.semrush.com/power-pages/media/favicons/medallia-com-favicon-d5379ef3.ico
shopify.com,19,0,52762070,3.0556,0.5453,https://static.semrush.com/power-pages/media/favicons/shopify-com-favicon-4243a4e2.jpg
qualtrics.com,20,-2,43959273,1.7669,0.6798,https://static.semrush.com/power-pages/media/favicons/qualtrics-com-favicon-0a491c21.png
