id,position,change,visits,pages_per_visit,bounce_rate,favicon
youtube.com,1,0,4131999754,3.0699,0.5223,https://static.semrush.com/power-pages/media/favicons/youtube-com-favicon-88b01f68.png
wikipedia.org,2,0,1531338006,2.1789,0.6642,https://static.semrush.com/power-pages/media/favicons/wikipedia-org-favicon-904ce6bd.ico
twitter.com,3,0,812960987,3.4956,0.4691,https://static.semrush.com/power-pages/media/favicons/twitter-com-favicon-8ea219d0.png
instagram.com,4,0,700590922,3.3811,0.5591,https://static.semrush.com/power-pages/media/favicons/instagram-com-favicon-b407fa10.png
cnn.com,5,0,635173218,2.4248,0.5082,https://static.semrush.com/power-pages/media/favicons/cnn-com-favicon-43177be7.ico
foxnews.com,6,0,485539002,3.2904,0.4677,https://static.semrush.com/power-pages/media/favicons/foxnews-com-favicon-bfeed514.png
imdb.com,7,0,356690473,3.9386,0.4621,https://static.semrush.com/power-pages/media/favicons/imdb-com-favicon-0f70e9b9.png
nytimes.com,8,0,293584372,2.5556,0.5582,https://static.semrush.com/power-pages/media/favicons/nytimes-com-favicon-319373aa.png
washingtonpost.com,9,0,158724686,2.6216,0.5817,
dailymail.co.uk,10,1,134757550,2.9246,0.5955,https://static.semrush.com/power-pages/media/favicons/dailymail-co-uk-favicon-2e69051a.png
npr.org,11,-1,127446732,1.3359,0.8338,https://static.semrush.com/power-pages/media/favicons/npr-org-favicon-957934bb.png
usatoday.com,12,0,119919004,2.1481,0.7013,https://static.semrush.com/power-pages/media/favicons/usatoday-com-favicon-a4d01a7d.ico
bbc.com,13,0,113373337,2.4474,0.5664,https://static.semrush.com/power-pages/media/favicons/bbc-com-favicon-65d5fda0.jpg
drudgereport.com,14,0,107010624,7.8539,0.4285,
people.com,15,1,105017666,1.9515,0.6702,https://static.semrush.com/power-pages/media/favicons/people-com-favicon-3cd2218a.png
247sports.com,16,4,104579614,3.5849,0.5164,
nbcnews.com,17,-2,104257470,1.5793,0.7484,
legacy.com,18,1,97593335,2.9781,0.4364,
foxbusiness.com,19,-2,91130174,1.4378,0.7872,https://static.semrush.com/power-pages/media/favicons/foxbusiness-com-favicon-751591f0.png
thedailybeast.com,20,5,87683331,1.5627,0.7467,https://static.semrush.com/power-pages/media/favicons/thedailybeast-com-favicon-b30a79ed.ico
