id,position,change,visits,pages_per_visit,bounce_rate,favicon
idealista.com,1,0,24229302,7.2544,0.4347,
fotocasa.es,2,0,10356898,3.1559,0.4801,
habitaclia.com,3,0,6694197,4.5017,0.3302,
craigslist.org,4,0,627654,1.4844,0.8385,https://static.semrush.com/power-pages/media/favicons/craigslist-org-favicon-c30bf3a9.ico
vrbo.com,5,0,445408,4.4557,0.3984,https://static.semrush.com/power-pages/media/favicons/vrbo-com-favicon-7947742b.png
rightmove.co.uk,6,2,263496,6.494,0.3383,https://static.semrush.com/power-pages/media/favicons/rightmove-co-uk-favicon-90d305af.png
airbnb.co.uk,7,0,253025,3.3581,0.2766,https://static.semrush.com/power-pages/media/favicons/www-airbnb-co-uk-favicon-31ed5c40.png
idealista.pt,8,-2,228559,7.414,0.4277,
zoopla.co.uk,9,2,225982,5.4144,0.442,https://static.semrush.com/power-pages/media/favicons/zoopla-co-uk-favicon-bb48e93e.png
leboncoin.fr,10,-1,196328,5.4227,0.4315,
idealista.it,11,3,114377,7.0536,0.4574,
zillow.com,12,0,114057,3.2409,0.6776,
immoweb.be,13,9,109725,8.4591,0.256,https://static.semrush.com/power-pages/media/favicons/immoweb-be-favicon-090c3a0d.png
seloger.com,14,-4,95800,5.6735,0.3087,
onthemarket.com,15,5,91849,3.5434,0.5501,
realtor.com,16,2,90447,3.5268,0.8194,https://static.semrush.com/power-pages/media/favicons/realtor-com-favicon-8d9897b2.png
funda.nl,17,-2,73647,7.7489,0.3965,https://static.semrush.com/power-pages/media/favicons/funda-nl-favicon-b28102b9.png
immobilienscout24.de,18,-2,69384,5.5156,0.2617,https://static.semrush.com/power-pages/media/favicons/immobilienscout24-de-favicon-ff8875aa.ico
airbnb.fr,19,0,61707,3.5175,0.4183,https://static.semrush.com/power-pages/media/favicons/www-airbnb-fr-favicon-31ed5c40.png
blocket.se,20,4,51499,5.0981,0.3388,https://static.semrush.com/power-pages/media/favicons/blocket-se-favicon-03076b37.png
