id,position,change,visits,pages_per_visit,bounce_rate,favicon
caixa.gov.br,1,1,41613381,3.0891,0.5075,https://static.semrush.com/power-pages/media/favicons/caixa-gov-br-favicon-5f38804b.ico
yahoo.com,2,1,33201945,3.4581,0.4676,
iqbroker.com,3,-2,33063087,1.1186,0.9084,https://static.semrush.com/power-pages/media/favicons/iqbroker-com-favicon-4818c588.png
coinmarketcap.com,4,0,10465476,2.8318,0.5247,https://static.semrush.com/power-pages/media/favicons/coinmarketcap-com-favicon-e687767a.png
infomoney.com.br,5,0,5993323,3.1399,0.6104,https://static.semrush.com/power-pages/media/favicons/infomoney-com-br-favicon-a5cbd432.png
paypal.com,6,0,4118033,5.2587,0.3413,https://static.semrush.com/power-pages/media/favicons/paypal-com-favicon-ed31bc43.png
investing.com,7,0,3557352,2.5177,0.5184,https://static.semrush.com/power-pages/media/favicons/investing-com-favicon-dcdc244b.png
binance.com,8,0,3350685,6.3459,0.3319,https://static.semrush.com/power-pages/media/favicons/binance-com-favicon-43365839.ico
coingecko.com,9,0,1521846,2.7887,0.4775,https://static.semrush.com/power-pages/media/favicons/coingecko-com-favicon-32358cfd.png
tradingview.com,10,0,1438390,2.2481,0.5559,https://static.semrush.com/power-pages/media/favicons/tradingview-com-favicon-5ce990e1.png
bscscan.com,11,0,619315,4.4106,0.479,https://static.semrush.com/power-pages/media/favicons/bscscan-com-favicon-0d16331c.ico
reuters.com,12,0,271239,1.6531,0.7102,https://static.semrush.com/power-pages/media/favicons/reuters-com-favicon-3d79a36b.png
etoro.com,13,0,228883,2.8176,0.6158,https://static.semrush.com/power-pages/media/favicons/etoro-com-favicon-8d34d8eb.png
bloomberg.com,14,2,198806,1.6551,0.6952,
xe.com,15,3,157004,1.7516,0.6502,https://static.semrush.com/power-pages/media/favicons/xe-com-favicon-592e3c52.ico
coinbase.com,16,5,155533,3.9445,0.4876,
cmegroup.com,17,3,155074,2.3675,0.5178,
chase.com,18,-4,148114,1.7499,0.6703,https://static.semrush.com/power-pages/media/favicons/chase-com-favicon-f6baea91.png
alipay.com,19,5,146547,2.2709,0.4117,https://static.semrush.com/power-pages/media/favicons/alipay-com-favicon-47e9f138.ico
bankofamerica.com,20,-5,146258,3.0766,0.7123,https://static.semrush.com/power-pages/media/favicons/bankofamerica-com-favicon-67af3bbd.png
