id,position,change,visits,pages_per_visit,bounce_rate,favicon
nesine.com,1,0,20541878,14.0556,0.2632,https://static.semrush.com/power-pages/media/favicons/nesine-com-favicon-e6206881.png
mackolik.com,2,1,10739460,6.6236,0.379,https://static.semrush.com/power-pages/media/favicons/mackolik-com-favicon-f509b0c3.ico
transfermarkt.com.tr,3,-1,10598848,3.1165,0.5717,
sport.es,4,3,6031054,3.9451,0.1205,https://static.semrush.com/power-pages/media/favicons/sport-es-favicon-e9c5c800.png
tff.org,5,-1,4485865,3.5865,0.5569,https://static.semrush.com/power-pages/media/favicons/www-tff-org-favicon-a542f1e3.ico
sdna.gr,6,0,3126762,8.5327,0.1308,https://static.semrush.com/power-pages/media/favicons/www-sdna-gr-favicon-2b6fc289.png
chess.com,7,3,1345753,6.2595,0.2164,https://static.semrush.com/power-pages/media/favicons/chess-com-favicon-0a31d2ed.png
livescore.in,8,-3,1340262,8.6404,0.3206,https://static.semrush.com/power-pages/media/favicons/www-livescore-in-favicon-2a0011d0.png
goal.com,9,0,1298238,2.911,0.5241,https://static.semrush.com/power-pages/media/favicons/goal-com-favicon-f02a1ed1.png
motorsport.com,10,-2,1255054,3.2607,0.3747,https://static.semrush.com/power-pages/media/favicons/www-motorsport-com-favicon-14ace5dd.png
mundodeportivo.com,11,14,1111570,3.4687,0.274,https://static.semrush.com/power-pages/media/favicons/mundodeportivo-com-favicon-549d5612.png
nba.com,12,-1,923625,2.9334,0.398,https://static.semrush.com/power-pages/media/favicons/nba-com-favicon-3c2b1489.jpg
formula1.com,13,4,522087,3.6385,0.4718,https://static.semrush.com/power-pages/media/favicons/www-formula1-com-favicon-8af4e915.png
newsnow.co.uk,14,1,438029,11.6637,0.2421,https://static.semrush.com/power-pages/media/favicons/newsnow-co-uk-favicon-32912c41.png
flashscore.com,15,-2,405448,7.2865,0.3321,https://static.semrush.com/power-pages/media/favicons/flashscore-com-favicon-5186b941.png
uefa.com,16,0,373415,3.2568,0.5118,https://static.semrush.com/power-pages/media/favicons/www-uefa-com-favicon-6619a07e.png
transfermarkt.com,17,7,359599,2.1992,0.6396,https://static.semrush.com/power-pages/media/favicons/transfermarkt-com-favicon-70461da8.png
90min.com,18,8,355782,1.291,0.8249,https://static.semrush.com/power-pages/media/favicons/www-90min-com-favicon-0463865d.ico
skysports.com,19,4,338701,1.9258,0.6926,https://static.semrush.com/power-pages/media/favicons/skysports-com-favicon-fdabf9ae.png
sofascore.com,20,-2,335070,1.9783,0.5762,https://static.semrush.com/power-pages/media/favicons/www-sofascore-com-favicon-f0090f63.png
