id,position,change,visits,pages_per_visit,bounce_rate,favicon
live.com,1,0,42051598,4.0457,0.2926,
office.com,2,0,10114166,2.0206,0.5999,https://static.semrush.com/power-pages/media/favicons/office-com-favicon-8f211ea6.ico
wordpress.com,3,0,8120456,2.0306,0.7084,https://static.semrush.com/power-pages/media/favicons/wordpress-com-favicon-f9797465.png
stackoverflow.com,4,1,5247358,1.3268,0.8237,https://static.semrush.com/power-pages/media/favicons/stackoverflow-com-favicon-d2a17223.ico
doubleclick.net,5,-1,4498592,1.2386,0.8553,https://static.semrush.com/power-pages/media/favicons/doubleclick-net-favicon-bf09e67f.png
wetransfer.com,6,1,4332242,2.124,0.5207,https://static.semrush.com/power-pages/media/favicons/wetransfer-com-favicon-bc5b180f.png
fbcdn.net,7,-1,4294566,1.9549,0.6681,https://static.semrush.com/power-pages/media/favicons/fbcdn-net-favicon-7e765f1c.ico
mediafire.com,8,0,2633684,2.2309,0.6059,
dropbox.com,9,0,2176910,3.1538,0.5281,https://static.semrush.com/power-pages/media/favicons/dropbox-com-favicon-5346f07d.png
softonic.com,10,2,1500107,2.6801,0.4901,https://static.semrush.com/power-pages/media/favicons/softonic-com-favicon-259c9304.png
mozilla.org,11,3,1386040,1.4973,0.748,https://static.semrush.com/power-pages/media/favicons/mozilla-org-favicon-2af054fe.png
hotmail.com,12,-2,1323612,1.4507,0.6725,
trello.com,13,-2,1287988,1.7325,0.641,https://static.semrush.com/power-pages/media/favicons/trello-com-favicon-18746ed5.png
salesforce.com,14,1,1178519,4.7854,0.5171,https://static.semrush.com/power-pages/media/favicons/salesforce-com-favicon-ccda8df0.ico
outlook.com,15,1,1174216,1.4241,0.7564,https://static.semrush.com/power-pages/media/favicons/outlook-com-favicon-ac16fa7f.ico
popads.net,16,2,1070560,1.961,0.6148,https://static.semrush.com/power-pages/media/favicons/popads-net-favicon-a3bf2561.ico
lenovo.com,17,-4,979414,2.4871,0.5271,
w3schools.com,18,-1,925858,2.2183,0.6543,
y2mate.com,19,0,641601,3.7417,0.3756,https://static.semrush.com/power-pages/media/favicons/y2mate-com-favicon-ecbe24fe.png
wordpress.org,20,0,601444,1.8955,0.7162,https://static.semrush.com/power-pages/media/favicons/wordpress-org-favicon-db967a00.png
