id,position,change,visits,pages_per_visit,bounce_rate,favicon
doubleclick.net,1,0,506909271,2.0405,0.6933,https://static.semrush.com/power-pages/media/favicons/doubleclick-net-favicon-bf09e67f.png
criteo.com,2,1,484175382,1.5127,0.7787,https://static.semrush.com/power-pages/media/favicons/criteo-com-favicon-000bf649.ico
taboola.com,3,-1,476828101,1.3571,0.7902,
googleusercontent.com,4,0,404033869,6.6286,0.3558,
linktr.ee,5,0,79402950,1.6198,0.7478,https://static.semrush.com/power-pages/media/favicons/linktr-ee-favicon-29afac0e.png
blogger.com,6,0,37878058,3.1079,0.5644,
retailmenot.com,7,0,37794944,2.2359,0.5023,
fb.com,8,1,28288297,1.3465,0.8188,https://static.semrush.com/power-pages/media/favicons/fb-com-favicon-d2850d31.ico
popads.net,9,-1,27136995,2.7224,0.5297,https://static.semrush.com/power-pages/media/favicons/popads-net-favicon-a3bf2561.ico
mailchimp.com,10,0,21775598,5.577,0.3767,https://static.semrush.com/power-pages/media/favicons/mailchimp-com-favicon-8969a0a6.ico
constantcontact.com,11,1,18255891,3.7921,0.406,https://static.semrush.com/power-pages/media/favicons/constantcontact-com-favicon-2d66d02a.png
gemius.com,12,-1,16861977,1.1185,0.9438,https://static.semrush.com/power-pages/media/favicons/gemius-com-favicon-ede9b31b.ico
hotmart.com,13,0,14459924,3.387,0.4626,https://static.semrush.com/power-pages/media/favicons/hotmart-com-favicon-4c66673d.png
getresponse.com,14,1,11492205,2.352,0.6716,https://static.semrush.com/power-pages/media/favicons/getresponse-com-favicon-34c4c40a.png
convertkit.com,15,-1,10660696,3.2403,0.5625,
knoji.com,16,0,9045430,1.996,0.4791,https://static.semrush.com/power-pages/media/favicons/knoji-com-favicon-2f294e79.ico
semrush.com,17,0,8219098,3.6566,0.4009,https://static.semrush.com/power-pages/media/favicons/semrush-favicon-3cd418d5bb49.ico
exacttarget.com,18,1,6483748,2.6501,0.4793,https://static.semrush.com/power-pages/media/favicons/exacttarget-com-favicon-ccda8df0.ico
ahrefs.com,19,-1,5856252,4.5231,0.3653,https://static.semrush.com/power-pages/media/favicons/ahrefs-com-favicon-3cced242.png
ai.marketing,20,0,4798006,5.651,0.0287,https://static.semrush.com/power-pages/media/favicons/ai-marketing-favicon-d45e6db4.png
