id,position,change,visits,pages_per_visit,bounce_rate,favicon
taboola.com,1,0,24134081,1.3536,0.776,
criteo.com,2,0,5538837,1.5878,0.7139,https://static.semrush.com/power-pages/media/favicons/criteo-com-favicon-000bf649.ico
doubleclick.net,3,0,4498592,1.2386,0.8553,https://static.semrush.com/power-pages/media/favicons/doubleclick-net-favicon-bf09e67f.png
googleusercontent.com,4,0,3319343,2.3252,0.6538,
blogger.com,5,0,1467181,3.3566,0.5591,
hotmart.com,6,0,1201488,3.4191,0.4781,https://static.semrush.com/power-pages/media/favicons/hotmart-com-favicon-4c66673d.png
linktr.ee,7,0,1103365,1.594,0.7541,https://static.semrush.com/power-pages/media/favicons/linktr-ee-favicon-29afac0e.png
popads.net,8,0,1070560,1.961,0.6148,https://static.semrush.com/power-pages/media/favicons/popads-net-favicon-a3bf2561.ico
mailchimp.com,9,0,476440,6.5904,0.3237,https://static.semrush.com/power-pages/media/favicons/mailchimp-com-favicon-8969a0a6.ico
rockcontent.com,10,0,283439,1.4226,0.8219,https://static.semrush.com/power-pages/media/favicons/rockcontent-com-favicon-357c8425.png
ahrefs.com,11,4,225568,4.6273,0.3265,https://static.semrush.com/power-pages/media/favicons/ahrefs-com-favicon-3cced242.png
fb.com,12,2,192403,1.2657,0.8014,https://static.semrush.com/power-pages/media/favicons/fb-com-favicon-d2850d31.ico
semrush.com,13,-2,186268,3.8778,0.3319,https://static.semrush.com/power-pages/media/favicons/semrush-favicon-3cd418d5bb49.ico
getresponse.com,14,-1,176323,3.0425,0.5348,https://static.semrush.com/power-pages/media/favicons/getresponse-com-favicon-34c4c40a.png
statcounter.com,15,1,92941,2.7076,0.4696,https://static.semrush.com/power-pages/media/favicons/statcounter-com-favicon-39b02e88.png
convertkit.com,16,3,65588,4.7095,0.3529,
retailmenot.com,17,6,33282,1.6637,0.5412,
exacttarget.com,18,4,31150,1.9921,0.64,https://static.semrush.com/power-pages/media/favicons/exacttarget-com-favicon-ccda8df0.ico
kartra.com,19,8,29414,3.8627,0.4902,
strikingly.com,20,-3,27656,2.7333,0.3333,https://static.semrush.com/power-pages/media/favicons/www-strikingly-com-favicon-b23ae48b.ico
