id,position,change,visits,pages_per_visit,bounce_rate,favicon
mercadolibre.com.ar,1,0,129083279,7.4288,0.2993,https://static.semrush.com/power-pages/media/favicons/mercadolibre-com-ar-favicon-f32ae42b.png
fravega.com,2,0,7155393,2.6939,0.5157,https://static.semrush.com/power-pages/media/favicons/www-fravega-com-favicon-da4bb9ad.png
samsung.com,3,0,4094232,2.2438,0.6153,https://static.semrush.com/power-pages/media/favicons/samsung-com-favicon-fe8c4b2a.png
ebay.com,4,0,1781971,4.9257,0.4351,https://static.semrush.com/power-pages/media/favicons/ebay-com-favicon-67c7209c.png
amazon.es,5,0,1769842,2.8194,0.6491,https://static.semrush.com/power-pages/media/favicons/amazon-es-favicon-ca6619b8.ico
directoalpaladar.com,6,1,1354370,1.2363,0.8546,https://static.semrush.com/power-pages/media/favicons/www-directoalpaladar-com-favicon-41255e57.png
aliexpress.com,7,-1,1322215,5.7865,0.4237,
mercadolibre.com.co,8,0,958790,3.0729,0.5262,https://static.semrush.com/power-pages/media/favicons/mercadolibre-com-co-favicon-f32ae42b.png
playstation.com,9,0,784249,2.6125,0.5721,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
mercadolibre.com.mx,10,1,565374,3.8486,0.4808,https://static.semrush.com/power-pages/media/favicons/mercadolibre-com-mx-favicon-f32ae42b.png
mangakakalot.com,11,1,535488,7.4447,0.3427,https://static.semrush.com/power-pages/media/favicons/mangakakalot-com-favicon-ee8fcad9.ico
falabella.com,12,3,504313,2.2031,0.7151,
hp.com,13,-3,497118,2.5579,0.537,
xbox.com,14,-1,405982,4.6912,0.4177,https://static.semrush.com/power-pages/media/favicons/xbox-com-favicon-94426c54.jpg
etsy.com,15,3,390437,2.5414,0.6288,https://static.semrush.com/power-pages/media/favicons/etsy-com-favicon-334646ad.ico
nike.com,16,1,369270,3.3828,0.3633,https://static.semrush.com/power-pages/media/favicons/nike-com-favicon-5224fe86.png
lg.com,17,3,345487,1.9694,0.6486,https://static.semrush.com/power-pages/media/favicons/lg-com-favicon-07d6731d.png
goodreads.com,18,1,334133,6.4278,0.5214,https://static.semrush.com/power-pages/media/favicons/goodreads-com-favicon-d409fae1.png
amazon.com.mx,19,-3,331269,2.3387,0.731,https://static.semrush.com/power-pages/media/favicons/amazon-com-mx-favicon-ca6619b8.ico
zara.com,20,-6,318871,4.5503,0.4615,https://static.semrush.com/power-pages/media/favicons/zara-com-favicon-c65ba3c7.png
