id,position,change,visits,pages_per_visit,bounce_rate,favicon
amazon.es,1,0,109879364,6.4569,0.4026,https://static.semrush.com/power-pages/media/favicons/amazon-es-favicon-ca6619b8.ico
elcorteingles.es,2,0,38736488,5.0947,0.4648,
aliexpress.com,3,0,29747906,5.294,0.4518,
carrefour.es,4,0,16607814,4.0404,0.5104,
ebay.es,5,1,16105209,4.4097,0.3453,https://static.semrush.com/power-pages/media/favicons/ebay-es-favicon-67c7209c.png
leroymerlin.es,6,-1,14950339,3.7905,0.5113,https://static.semrush.com/power-pages/media/favicons/www-leroymerlin-es-favicon-902a5ada.ico
decathlon.es,7,0,11243165,3.8415,0.4567,https://static.semrush.com/power-pages/media/favicons/decathlon-es-favicon-db04c81c.png
ikea.com,8,1,9539867,5.387,0.4515,
zara.com,9,1,9244650,6.7811,0.4612,https://static.semrush.com/power-pages/media/favicons/zara-com-favicon-c65ba3c7.png
samsung.com,10,-2,9144182,2.1939,0.6247,https://static.semrush.com/power-pages/media/favicons/samsung-com-favicon-fe8c4b2a.png
shein.com,11,0,5409057,8.3338,0.3455,https://static.semrush.com/power-pages/media/favicons/shein-com-favicon-47ceee2d.png
directoalpaladar.com,12,1,5302183,1.4575,0.7963,https://static.semrush.com/power-pages/media/favicons/www-directoalpaladar-com-favicon-41255e57.png
hm.com,13,-1,4733204,5.3541,0.4339,https://static.semrush.com/power-pages/media/favicons/hm-com-favicon-1732fb0a.png
nike.com,14,0,3776375,3.7758,0.4343,https://static.semrush.com/power-pages/media/favicons/nike-com-favicon-5224fe86.png
ebay.com,15,0,3689777,2.653,0.5698,https://static.semrush.com/power-pages/media/favicons/ebay-com-favicon-67c7209c.png
asos.com,16,0,2664649,5.6402,0.4226,
etsy.com,17,0,2579854,5.7015,0.4673,https://static.semrush.com/power-pages/media/favicons/etsy-com-favicon-334646ad.ico
hp.com,18,0,1841415,3.0115,0.4686,
playstation.com,19,1,1782431,2.4878,0.5575,https://static.semrush.com/power-pages/media/favicons/playstation-com-favicon-475f3690.png
amazon.de,20,-1,1705645,5.0696,0.4401,https://static.semrush.com/power-pages/media/favicons/amazon-de-favicon-ca6619b8.ico
