id,position,change,visits,pages_per_visit,bounce_rate,favicon
google.com,1,0,570432635,6.1945,0.3074,https://static.semrush.com/power-pages/media/favicons/google-com-favicon-f3418a44.ico
youtube.com,2,0,184935721,5.075,0.4163,https://static.semrush.com/power-pages/media/favicons/youtube-com-favicon-88b01f68.png
detik.com,3,0,117025913,3.718,0.3978,
tribunnews.com,4,1,104753911,2.9207,0.4772,https://static.semrush.com/power-pages/media/favicons/tribunnews-com-favicon-d30a1d2c.png
facebook.com,5,-1,100677560,6.7395,0.386,https://static.semrush.com/power-pages/media/favicons/facebook-com-favicon-d2850d31.ico
kompas.com,6,0,66483857,2.5881,0.5515,https://static.semrush.com/power-pages/media/favicons/kompas-com-favicon-7449d263.ico
blogspot.com,7,0,65645290,2.0711,0.6565,
wikipedia.org,8,0,64893851,2.2104,0.6669,https://static.semrush.com/power-pages/media/favicons/wikipedia-org-favicon-904ce6bd.ico
onelink.me,9,5,48360194,1.2803,0.8358,https://static.semrush.com/power-pages/media/favicons/onelink-me-favicon-bd618ca5.ico
google.co.id,10,1,42832741,6.7185,0.3988,
klikbca.com,11,6,37175261,8.9316,0.1641,
brainly.co.id,12,-2,32779047,2.6267,0.6262,https://static.semrush.com/power-pages/media/favicons/brainly-co-id-favicon-0865c7f1.png
shopee.co.id,13,-1,31314879,4.9362,0.4868,https://static.semrush.com/power-pages/media/favicons/shopee-co-id-favicon-c5618c85.ico
zoom.us,14,-5,31034936,2.7043,0.3497,https://static.semrush.com/power-pages/media/favicons/zoom-us-favicon-6216d0f4.ico
tokopedia.com,15,-2,30994868,3.5773,0.5245,
twitter.com,16,3,27734771,8.7047,0.4284,https://static.semrush.com/power-pages/media/favicons/twitter-com-favicon-8ea219d0.png
instagram.com,17,-2,25936856,6.0354,0.4846,https://static.semrush.com/power-pages/media/favicons/instagram-com-favicon-b407fa10.png
yahoo.com,18,-2,23338376,3.649,0.4769,
cnnindonesia.com,19,6,23166736,1.8565,0.5842,https://static.semrush.com/power-pages/media/favicons/cnnindonesia-com-favicon-2e524087.png
liputan6.com,20,0,22793933,1.9607,0.5343,
