id,position,change,visits,pages_per_visit,bounce_rate,favicon
magicbricks.com,1,0,16972423,2.9357,0.5007,
99acres.com,2,1,16352243,3.4337,0.5268,
housing.com,3,-1,16018524,3.5724,0.5429,https://static.semrush.com/power-pages/media/favicons/housing-com-favicon-ff3428f5.png
craigslist.org,4,0,885433,3.4398,0.6829,https://static.semrush.com/power-pages/media/favicons/craigslist-org-favicon-c30bf3a9.ico
rightmove.co.uk,5,1,768368,10.1218,0.2292,https://static.semrush.com/power-pages/media/favicons/rightmove-co-uk-favicon-90d305af.png
zillow.com,6,1,658396,5.9465,0.6104,
zoopla.co.uk,7,2,378741,3.3848,0.449,https://static.semrush.com/power-pages/media/favicons/zoopla-co-uk-favicon-bb48e93e.png
realtor.com,8,3,238656,1.4385,0.7686,https://static.semrush.com/power-pages/media/favicons/realtor-com-favicon-8d9897b2.png
apartments.com,9,4,229548,2.1057,0.5409,
realestate.com.au,10,0,212540,2.861,0.4188,https://static.semrush.com/power-pages/media/favicons/realestate-com-au-favicon-a713df81.png
airbnb.co.uk,11,1,195704,4.2248,0.5034,https://static.semrush.com/power-pages/media/favicons/www-airbnb-co-uk-favicon-31ed5c40.png
maac.com,12,0,168314,1.9369,0.1969,
cbre.com,13,2,132542,5.4671,0.3182,
securecafe.com,14,4,118833,2.9641,0.4674,
vrbo.com,15,5,94691,2.0933,0.6134,https://static.semrush.com/power-pages/media/favicons/vrbo-com-favicon-7947742b.png
redfin.com,16,3,91252,2.4115,0.5474,https://static.semrush.com/power-pages/media/favicons/redfin-com-favicon-8a0f2906.png
domain.com.au,17,-1,82827,3.3696,0.6101,
trulia.com,18,-1,82183,2.6664,0.6155,https://static.semrush.com/power-pages/media/favicons/trulia-com-favicon-3daf3d09.png
immobilienscout24.de,19,5,67198,4.3961,0.1529,https://static.semrush.com/power-pages/media/favicons/immobilienscout24-de-favicon-ff8875aa.ico
leboncoin.fr,20,6,66834,4.7529,0.4801,
